TemP (K),Time (min),PS (mm),BET (m2/g),PV (cm3),C (wt.%),H  (wt.%),N  (wt.%),O  (wt.%),Qm (mg/g),TP_Benzocaine,TP_Ciprofloxacin,TP_Citalopram,TP_Diclofenac ,TP_Dimetridazole,TP_Floxentine,TP_Metronidazole,TP_Nitroimidazole,TP_Norfloxacin,TP_Oxytetracycline,TP_Salicylic acid,TP_Sulfadiazine,TP_Sulfamethoxazole,TP_Tetracycline,TP_Triclosan,TP_ibuprofen,TP_sulfamethazine 
528.7621,81.132454,11.651163,345.5787,0.21195067,40.96485,0.4257026,3.6398888,23.190533,81.531364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
665.9309,81.840294,13.326933,425.44254,0.31364593,46.415394,0.3625231,0.49665415,12.04088,27.635775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
559.44147,36.144516,7.8150673,-64.24894,0.109473474,60.243248,2.0268147,-0.4669814,7.710547,49.28233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
678.37665,27.669151,10.049714,214.10051,0.28590098,57.589252,0.37323037,2.8015292,9.059321,89.80665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
556.0591,81.18976,10.093084,-36.008785,-0.024389248,75.574104,1.0105551,2.720422,20.665415,32.449375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
434.04486,108.14042,11.9687,71.71445,0.13731137,71.18792,0.44286242,-0.088435166,8.057269,86.19265,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
542.3661,164.89108,10.962105,110.91913,0.07059581,54.47987,0.3458344,1.1380144,6.775624,67.823784,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
692.511,47.163055,13.213341,235.53111,0.025178824,74.20081,0.45959726,-0.24356006,11.066077,51.325264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563.3529,132.26349,4.1662436,246.34094,0.04803778,58.57863,0.6023085,3.8135414,16.66949,82.212326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
649.29694,46.045517,7.6290903,74.52206,0.31400278,42.815094,0.5651183,3.2347434,14.349212,40.32633,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
480.4005,83.75146,10.478032,141.63942,0.32345402,39.192177,0.35376862,-0.25593662,8.964111,12.354164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
470.34763,110.18653,7.6945324,-47.7615,0.24604042,49.482243,0.5834384,2.046109,17.122437,89.14441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
570.24457,75.35725,12.591578,-92.70516,0.11205705,76.55007,3.1701577,1.480435,10.400861,67.466576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697.8089,35.4068,8.728927,123.782646,0.036251295,59.56094,0.5141859,1.3394015,10.561052,35.491207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
621.0309,138.60455,10.2054825,323.7259,0.085759446,57.351315,0.33575454,0.7720537,7.9170427,32.727165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
468.86163,29.651215,4.881855,-65.144005,0.08388334,41.73775,1.3339354,2.4408786,6.007439,51.297398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459.74927,61.03221,11.573648,170.99829,-0.011136184,58.420273,0.52954805,4.5716124,21.634407,52.349648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473.60486,131.40385,5.7438674,-102.430565,0.27654716,52.43309,1.7844824,0.3880397,13.036764,56.933968,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
619.621,51.75431,7.606904,269.33304,0.072825,57.419456,0.36053696,0.42455554,8.414238,28.827091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684.69543,70.961365,9.849836,-92.75176,0.3030572,47.101017,1.1482718,3.0866659,22.151316,54.079716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
501.44577,61.91185,13.345307,310.08392,0.11681185,74.60304,0.38715592,2.692414,14.176326,87.15829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
548.9668,201.39012,13.278237,129.62582,0.09921808,40.123055,0.33521512,2.8928056,13.033548,12.180338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
557.3265,204.15845,11.54442,340.04492,0.28368744,56.1604,0.3551022,1.2997794,22.620298,57.845997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
536.52637,42.406235,12.532738,-22.156961,0.1956484,75.62528,1.1266433,2.424608,9.028849,35.17985,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
696.58386,26.705803,12.178537,326.70947,0.26760054,46.813812,0.39255908,-0.11008143,14.238753,23.884594,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
549.37366,82.41113,13.189195,16.017569,0.3129347,41.50328,0.33185676,2.8564177,9.562666,63.73231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
664.9145,32.360535,1.8762844,-50.604916,0.11570747,43.59847,1.1986234,2.834861,10.799236,4.223095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698.4725,197.25818,12.384105,-1.0813389,0.25568795,63.42261,0.8193337,0.09524918,20.662611,64.79564,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540.76917,171.53596,10.757031,40.735645,0.23513363,71.97558,0.41282704,1.7252419,24.566288,60.448982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
486.63068,104.99191,8.461675,104.56446,0.1366974,67.359825,0.55633974,2.0029113,15.908076,83.37739,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
526.36475,226.62572,11.154879,13.179129,0.046878036,40.01573,0.39537862,3.1432748,10.988291,45.830547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
556.46985,59.403732,13.073339,196.20525,0.14794885,41.44436,0.3748156,3.9487603,22.938206,59.18239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
677.8706,62.078896,11.737864,13.565954,0.2865452,59.70415,0.40132657,0.75526834,6.8144403,80.972946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
677.0954,46.445435,12.585046,105.129776,0.251353,41.322563,0.334829,-0.11869048,10.5978,6.0516205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615.41797,102.57219,11.69696,-76.447624,0.10145429,45.738228,0.34098294,3.3967052,12.432984,68.200836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
645.10834,240.49496,13.509272,23.742529,0.28653377,39.99276,0.4936408,4.4006224,19.129187,13.608824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
638.28235,63.39209,12.669506,44.06679,0.25434324,74.82832,0.51836693,-0.26028585,18.557205,37.985023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
590.6763,135.62749,10.352789,184.11978,0.31648803,45.26719,1.8022729,0.63722,22.184992,88.51832,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
583.5368,244.72275,11.38463,391.7426,0.2976537,46.97066,0.84117913,2.1966045,20.311382,68.3734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
482.24573,90.63261,9.767892,367.80032,0.07700838,61.92753,1.1360966,3.8742673,22.186977,86.21613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
511.24606,78.9673,3.3756242,233.58688,0.00391834,42.132244,0.7849113,2.6656282,9.994994,6.9097767,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
592.0851,67.87026,4.5368705,233.8537,0.22560383,58.45858,0.53861904,-0.17343615,9.329666,24.544004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690.0732,217.0486,12.693928,65.855255,0.2540438,39.290054,0.41746512,1.4837705,11.237822,0.54867935,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
661.07367,39.742203,10.131138,257.48523,0.10077439,58.282345,0.6007726,1.3024719,16.997162,82.06542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
653.3989,238.9001,8.988367,301.81177,0.14779663,70.1498,0.9976448,1.3009927,16.780573,54.190914,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
642.4879,31.04084,6.422676,127.23429,0.21095729,43.136482,2.2178206,0.97633994,14.377755,39.505814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
655.7934,82.929474,13.368302,56.550243,0.21114384,54.582504,0.41402236,-0.15873025,20.440044,32.087143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
459.6275,51.100563,5.327762,63.29762,0.3284075,55.158566,0.70873916,-0.024810543,25.54628,89.541245,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
586.18994,31.963089,9.985095,123.00403,0.13676637,43.48923,0.37127665,-0.007046929,8.652413,8.415251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
538.79254,93.05609,7.059247,12.032125,0.031008024,54.256214,1.2717522,3.7808123,20.383862,53.96215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
508.93155,35.46859,10.747166,150.95097,0.25714815,42.431755,2.0840662,-0.35131216,10.926294,3.7428093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
466.38712,56.545067,7.940243,449.6951,0.24966885,60.48288,0.33689824,2.741354,6.2126355,59.923786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
472.4647,171.09262,5.1990643,236.38333,0.31471443,50.108074,0.40939763,1.7174491,10.516342,39.390068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
713.3974,45.55567,10.009421,54.012196,0.18158814,55.4307,1.9091694,0.08625949,21.567656,27.525967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
530.7625,130.78868,12.222834,-33.459896,0.17677273,53.114937,0.364427,1.941693,9.0569515,6.7388725,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
655.28455,28.128784,6.8414445,-15.71554,0.15011877,43.582348,0.40239277,0.013293752,12.620414,12.596706,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
551.48096,227.47205,5.5539775,-104.60378,0.2889571,42.103188,1.5274863,0.9295329,12.692166,48.335842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696.0362,45.698395,6.8743687,13.19776,0.09562182,63.487877,2.4197135,3.8423116,18.078323,55.42767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
653.2387,74.793976,3.908632,-9.155359,0.099183895,50.299873,0.33931747,2.4988413,8.418313,53.40044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
526.1826,39.11348,4.831197,243.71869,0.035480525,39.51017,0.44561413,3.2380865,20.689754,86.49923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
406.92334,63.448456,6.592921,43.359333,0.27587986,73.32304,0.34836975,4.559437,25.163233,90.95102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584.30383,36.804657,10.519017,14.090902,0.30933064,41.173668,1.8950212,0.6677456,11.511664,2.957428,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
531.595,104.630295,10.663129,236.44492,0.21431252,50.125317,0.4541401,3.3857012,21.414373,73.83092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
557.024,114.20916,5.428972,176.47964,0.038115118,37.960377,0.6255549,0.33707917,5.9519153,76.34561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696.3607,38.15069,11.824493,61.845997,0.09853282,57.155293,0.34703997,3.4644887,22.118086,88.17596,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
616.16376,65.95939,10.483731,14.2639065,0.21719359,44.277164,0.588184,1.7251393,17.498583,75.3643,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
597.0832,113.00219,7.7033415,11.88793,0.30036646,45.87374,0.5286546,2.0665436,22.035006,77.30782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
555.70636,30.738503,11.537073,11.082983,0.29641393,64.66829,1.2969398,-0.27637124,7.070109,69.6023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
654.7813,70.24569,8.255365,44.543262,0.007228483,49.488846,0.57240677,3.2880235,9.72595,3.78442,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
544.4551,47.55713,13.426946,82.81638,0.27551627,50.564857,0.7051735,1.9020762,13.166377,26.06957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
477.02563,88.43123,12.025955,278.55402,0.13182086,49.213676,0.44621065,3.3429015,19.645403,59.05185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
480.26675,163.16978,12.028407,-44.020626,0.26411697,51.089493,0.3509945,1.4595648,14.484807,55.38503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
699.4049,178.8001,12.348259,116.69534,0.3085535,50.079025,1.5126477,-0.27722287,22.502195,27.529354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630.72723,60.36245,12.168053,269.67236,0.21440184,41.53253,0.4610305,1.5060189,10.266185,4.9969673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
544.2634,226.0896,10.42738,293.0667,0.18885706,52.673294,0.57488644,0.75067043,7.277574,9.758438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
527.6669,146.79895,8.655543,198.98547,0.18776372,44.08058,1.1339482,2.2823682,15.503963,18.056286,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
608.62146,94.47732,8.208884,268.48474,0.16893321,74.93394,0.38861075,-0.47741818,10.142536,4.272316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
684.9848,91.09554,11.4239235,-51.48776,0.17352073,62.42028,2.32869,2.015507,18.525867,14.849779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654.313,57.20939,10.484636,326.09555,0.28286946,51.258064,1.6985427,1.1837449,25.493662,63.137676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
713.3619,27.63163,3.1412756,448.3312,0.07108796,61.911232,0.8951613,2.201517,13.128838,51.92073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
580.21533,33.929253,10.560923,-0.23462869,0.19017984,51.414898,0.39309624,2.0826507,10.242796,47.18579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705.15704,31.436134,6.178392,378.57953,0.21359396,40.086174,0.3890852,0.8687011,6.1974463,52.561855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
629.9504,212.24629,12.583356,-21.84382,0.20336455,42.668343,0.37038055,3.2639482,16.32309,70.899185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
699.79016,31.16726,8.071731,68.474075,0.17504711,44.56655,0.4587207,-0.43597722,8.340322,40.186554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
688.3468,26.169449,11.00483,291.54904,0.0375884,76.217186,0.604929,4.284619,11.880303,84.4298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
611.50275,81.80337,11.057311,121.02544,0.24606447,38.63065,0.3402306,1.0689001,6.8745494,2.2029457,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
673.64044,171.54889,12.790241,270.06253,0.15577306,44.21212,0.40417603,0.15522827,24.8518,67.892845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
547.51184,65.584274,4.6455917,349.7596,0.10249217,55.50266,0.68044126,1.4469295,9.233567,26.628996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
505.88025,29.666153,9.416146,343.63412,0.23423892,67.867165,0.37489918,3.2087355,6.4293027,47.61153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
583.51514,57.637604,10.924894,-28.564692,0.07465298,51.64367,0.3833877,1.2877084,22.843689,7.788801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422.8366,153.67284,7.0254602,67.4806,0.15649772,43.612797,0.63607514,1.9607339,17.221357,1.7140083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
690.75616,82.15923,7.2611876,329.80313,0.11852387,38.10838,0.48163763,1.3532324,8.117111,27.784416,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
453.10956,87.173195,11.140663,69.02211,0.06445194,51.103397,0.6210617,2.3540425,8.142207,13.294853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503.73236,87.42531,11.613905,27.131613,0.30119056,45.13361,1.1411998,1.4833252,18.475412,53.49619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501.50287,155.00279,13.443141,246.16502,0.31228948,63.64358,0.35161164,3.6672442,20.49995,28.114832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
700.54156,156.08493,11.001714,363.99344,0.16232418,39.39362,0.34708813,0.17307986,6.586127,38.131866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
563.40076,171.67723,13.356298,219.63289,0.1986986,45.963093,0.40043488,3.3914568,21.270647,67.7745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
704.809,64.04951,4.7848945,-61.533123,0.014061798,64.59533,1.6384932,2.746721,7.1924405,5.133236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
708.5651,84.74359,3.9852877,388.46616,0.3178215,57.270435,0.36454824,0.49535894,12.172964,72.061226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
554.2519,150.28224,7.102002,125.41541,0.2317296,53.18753,0.5649508,-0.1528847,15.397486,29.344002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
580.7805,196.14127,10.400015,312.75378,0.086924106,42.654984,0.88525975,1.5781801,19.328257,15.735064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
616.75305,31.808083,3.4001405,47.581837,0.023906473,67.06419,1.3648394,0.65022135,10.268581,76.70361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
505.97388,256.06815,7.3432746,292.15985,0.2863166,46.862972,0.921282,3.797076,21.004591,6.339121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
463.72174,63.241737,8.828716,237.98273,0.16021648,59.88355,0.50939536,2.5434687,23.386467,59.95669,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
428.77673,70.79401,9.529465,79.53333,0.20356186,40.44985,0.6408483,0.4971546,8.265852,34.06915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
616.2219,88.0799,6.6208143,255.17445,0.1253588,74.00519,0.5286056,0.8328036,17.397726,50.351326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
486.6282,69.603676,12.624034,327.7594,0.19220671,51.74982,0.3344678,1.2369431,7.930371,64.282646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
636.0159,52.94702,1.6425889,-86.16674,-0.013940687,50.1629,0.44577315,0.9099599,10.213952,41.500004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
667.8,53.91829,9.330062,455.39047,0.3150409,62.460293,1.1468029,2.7673206,25.403934,75.41043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
471.1308,35.712723,7.0059834,121.021355,0.21928902,43.046448,0.37058833,0.6314782,14.0475,52.692753,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
455.7773,28.202492,9.661882,238.41429,0.1648843,39.58665,1.0644109,3.8404748,17.251764,16.52631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
670.8339,56.123024,2.795226,27.545477,0.0351548,48.360394,2.3343763,3.7992978,13.690745,40.17303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
452.75183,194.1339,9.547782,109.99312,0.17140296,41.52044,0.44950894,0.64466786,15.827503,12.758312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
623.69604,151.53613,12.735571,31.157263,0.10131298,68.8816,0.9285907,0.15437151,21.436506,32.159107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
700.2178,70.71874,6.7765713,-85.98553,0.09966155,50.617203,0.4042479,1.84143,7.865393,9.218296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
696.09674,71.187744,9.977773,150.69911,0.06641301,45.5525,0.79463077,-0.07886266,8.134775,25.98498,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
586.59155,27.747635,10.366946,205.9243,0.2434002,47.985626,1.3274585,2.0812597,15.2336445,14.181402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525.96124,99.66074,12.213389,331.49768,0.22098847,42.980473,0.7629883,0.8392205,19.017576,80.34097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
582.00464,172.25183,9.308613,-67.09098,-0.004733051,41.052242,0.41266564,3.2372606,8.785324,85.3119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
602.61633,172.57214,9.796961,345.11368,0.31450966,40.724197,0.8363352,2.4996834,25.503544,69.103355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542.4987,149.50299,5.89031,156.65172,0.11364931,64.59291,0.6059748,-0.20531009,22.51849,54.991535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
454.04095,114.068375,13.099383,-70.63735,0.16206232,42.174377,0.3913497,2.2412872,19.292883,72.34496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
672.7479,184.76923,8.239475,285.091,0.31399432,49.35158,0.3481796,3.9983346,10.9941845,81.46139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552.941,47.978653,9.384104,49.939564,0.29464027,46.559734,0.3330846,0.02790762,6.0936084,38.47983,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
406.66876,106.65513,13.373179,361.45627,0.024582002,74.405426,0.34838203,4.215815,9.648054,74.875946,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
573.89056,41.90251,6.8016047,41.92438,0.10202642,56.404957,1.462845,0.3092991,11.228616,32.474907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
532.4583,35.655388,6.4214797,359.22647,0.3095208,47.55429,1.5076753,-0.18406056,18.975538,89.657166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
607.18024,197.7367,7.70615,415.75732,0.17911546,56.160168,1.7630333,2.8384237,22.272335,68.91527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
420.6324,114.66786,7.601571,18.932241,0.07393746,55.352856,0.3613421,2.2752357,17.570335,39.444557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427.25522,147.60379,13.060665,331.4547,0.32341933,44.392414,0.41581622,3.0582724,12.823176,62.560104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701.1763,58.257362,8.477412,-92.88439,0.06989615,51.853,0.547259,0.6447599,8.5141945,1.827301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
572.8243,257.09824,9.681548,317.11176,0.27802265,55.220573,0.86202073,3.2868495,25.846884,94.51879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
721.44385,115.885,12.006933,378.29263,0.22753009,60.251877,0.38334706,0.3899666,8.258309,2.704197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
602.5641,54.210503,3.346549,225.7208,0.086562976,42.413734,0.6276299,0.25686026,14.530257,89.14684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518.9965,104.66744,9.622721,83.92086,0.04664586,65.33032,0.4243498,2.4985287,11.041295,14.666071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
423.73108,272.23734,11.203293,321.31494,0.32243505,38.529095,0.39078012,2.4869292,19.292473,83.48886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
515.5159,48.380997,12.586863,29.500174,0.05540959,53.97893,0.42340782,0.028396497,16.389841,11.898067,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
550.3022,97.88596,11.889653,301.33804,0.30765745,59.207764,0.59024477,0.019303927,18.531746,76.03713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
641.73645,70.837296,12.668283,-103.93984,0.29437304,53.204655,0.66925573,-0.32127213,9.085089,63.510956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
458.55228,65.760124,10.183571,142.7128,0.26983082,52.524593,0.8348,0.051080476,16.04944,44.258865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
639.55176,250.47783,12.432437,398.05875,0.2503601,61.92672,0.452094,2.4154775,13.626231,77.509796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
712.3721,38.10903,13.466618,288.84186,0.14778584,55.09112,0.33383825,-0.3311143,9.044357,27.603792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
599.57874,44.49977,12.772389,-87.131035,0.056911964,55.042953,0.35817745,3.0268834,7.012917,26.125603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
665.7823,52.750137,11.198367,248.15811,0.22032186,64.443306,0.5696119,0.023551831,20.522448,50.885895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
700.4454,32.052307,10.940921,37.02541,0.07469333,55.631275,0.33895734,0.5150893,13.831815,28.015041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
567.10895,38.211136,10.450145,156.11209,0.29350933,53.408363,0.44191173,1.7585293,13.443578,84.79323,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
511.19727,218.97006,9.930427,43.204273,-0.009982492,46.980476,0.40305236,1.5156549,7.368695,9.005341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
567.3638,52.57524,11.403864,163.18704,0.32192227,63.415634,0.66318667,-0.016945114,18.580418,29.791786,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
514.5144,217.28967,11.002496,122.97379,0.22851218,51.85151,0.34577647,3.4944072,14.826945,45.595554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569.00323,40.803177,5.0915675,38.07976,0.15802294,38.18746,0.5156419,-0.43776035,20.54834,27.405825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
582.57263,83.36403,12.157394,110.61173,0.17669901,45.983215,0.44999447,1.9186591,15.529264,69.59614,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
700.12,104.00912,11.919577,31.94805,0.20371066,72.969505,0.38635054,1.590643,9.862475,29.28824,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
522.2899,245.86601,7.282414,142.85713,0.120130345,63.12585,0.54249847,2.7749414,14.57226,84.707924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
710.449,31.183838,1.1324861,-41.640514,0.285411,38.180534,1.0871649,-0.45645905,6.5874953,13.688675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
707.2362,189.85901,4.9734774,-90.97848,0.28744262,49.127823,0.39300588,-0.3471005,16.076681,10.129898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405.78717,129.68068,10.433001,416.29276,0.17781486,50.502323,0.56497,4.008122,9.222636,56.849148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
502.2546,81.33822,4.626774,32.407017,0.18881257,73.85661,0.46324077,0.21490242,23.342554,77.76129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
